Company name;Sector;Country headquarters;Country of alleged abuses;Day;Month;Year;Summary;Issue;Responded;Link to company response;Link to company page
Tesco;Supermarkets & grocery;United Kingdom;India;15;Aug;2012;India: Follow-up report on exploitation of child workers and Dalit children exposes lack of action by intl. clothing brands;;Yes;https://www.business-humanrights.org/en/response-by-tesco-follow-up-report-on-exploitation-of-child-workers-and-dalit-children-exposes-lack-of-action-by-intl-clothing-brands;https://www.business-humanrights.org/en/tesco
Tesco;Supermarkets & grocery;United Kingdom;Asia & Pacific: General;18;Mar;2009;"Clean Clothes Campaign report ""Cashing In"" and company responses";"Labour: General | Living wage | Supply chain/""Fair trade""";Yes;https://www.business-humanrights.org/en/response-by-tesco-clean-clothes-campaign-report-cashing-in-says-discount-model-leads-to-labour-abuses-at-factories-in-asia-supplying-aldi-carrefour-lidl-tesco-wal-mart;https://www.business-humanrights.org/en/tesco
Tesco;Supermarkets & grocery;United Kingdom;China;17;Jan;2007;China labour law reform;Labour: General;Yes;https://www.business-humanrights.org/en/response-by-tesco-labor-groups-raise-concerns-about-positions-of-multinational-their-business-organizations-regarding-china’s-proposed-labour-law-reform;https://www.business-humanrights.org/en/tesco
Tesco;Supermarkets & grocery;United Kingdom;South Africa;13;Apr;2005;UK actress campaigns for Cape's farmworkers;"Environment: General | Labour: General | Education | Housing | Supply chain/""Fair trade""";Yes;https://www.business-humanrights.org/en/tesco-statement-in-response-to-actionaid-report-“rotten-fruit-–-tesco-profits-as-women-workers-pay-a-high-price”;https://www.business-humanrights.org/en/tesco
Texas Instruments;Technology, telecom & electronics;USA;Philippines;15;Jan;2018;Philippines:  Lakepower Converter union alleges management interference with workers' right to organise;Denial of freedom of association (see Labour: General);Yes;https://www.business-humanrights.org/en/response-of-texas-instruments;https://www.business-humanrights.org/en/texas-instruments
Texmaco;Engineering | Railroad;India;Israel & Occupied Palestinian Territories;26;Mar;2018;Indian rail company involvement in Jerusalem Light Rail project allegedly violates international law ;Security issues & conflict zones: General;No;https://www.business-humanrights.org/en/texmaco-did-not-respond;https://www.business-humanrights.org/en/texmaco
Textiles KN de Oriente;Clothing & textile;Mexico;Mexico;22;Mar;2006;México: ONG local en Huejotzingo, Puebla acusa a Textiles KN de Oriente de causar enfermedades como cáncer a pobladores con sus residuos;Environment: General | Health: General (including workplace health & safety) | Illness;Yes;https://www.business-humanrights.org/en/response-by-textiles-kn-de-oriente-local-ngo-says-that-contaminated-effluent-from-textiles-kn-de-oriente-factory-causing-cancer-in-local-population;https://www.business-humanrights.org/en/textiles-kn-de-oriente
Thai Union Group;Food & beverage;Thailand;Thailand;05;Oct;2015;"Greenpeace calls on Thai Union to reject fishing practices that abuse human rights & the environment; company responds";Environment: General | Labour: General;Yes;https://www.business-humanrights.org/en/thai-union-response;https://www.business-humanrights.org/en/thai-union-group
Thakur Infraprojects (Previously S. C. Thakur);Construction | Hydropower & dam projects | Road-building | Mining | Engineering | Moving;India;India;03;Feb;2010;India: Intl. Transport Workers' Federation alleges that Maersk contractor SC Thakur beat up port workers in Mumbai;Beatings & violence | Complicity | Injuries | Labour: General;No;https://www.business-humanrights.org/en/sc-thakur-did-not-respond-to-intl-transport-workers-federation-alleges-maersk-contractor-sc-thakur-beat-up-port-workers-in-mumbai-the-workers-had-previously-made-court-depositions;https://www.business-humanrights.org/en/thakur-infraprojects-previously-s-c-thakur
Thales;Military/defence | Transport: General | Aircraft/Airline;France;Egypt;26;Jul;2018;NGOs accuse French companies of contributing to state repression in Egypt, mixed response from companies;Denial of freedom of association (see Labour: General) | Denial of freedom of expression;Yes;https://www.business-humanrights.org/en/thales-responded;https://www.business-humanrights.org/en/thales
Thales;Military/defence | Transport: General | Aircraft/Airline;France;Israel & Occupied Palestinian Territories;19;Aug;2014;La CGT interroge Thales sur ses relations commerciales avec des entreprises israéliennes et l’utilisation finale des équipements vendus;Trade | Labour: General | Security issues & conflict zones: General;Yes;https://www.business-humanrights.org/fr/pdf-réponse-de-thales;https://www.business-humanrights.org/en/thales
The Fresh Connection;Agriculture & livestock;USA;;31;Jan;2014;Know the Chain – See which companies do and do not have statements under the California Transparency in Supply Chains Act (2014);;No;https://www.business-humanrights.org/en/the-fresh-connection-did-not-respond-to-efforts-to-encourage-companies-to-adopt-a-sb-657-statement-disclosing-the-efforts-they-are-making-to-eradicate-human-trafficking-and-slavery;https://www.business-humanrights.org/en/the-fresh-connection
Theo Chocolate;Food & beverage;USA;USA;27;Feb;2013;USA: Report raises concerns about IMO-certified Theo Chocolate's alleged anti-union activities;Denial of freedom of association (see Labour: General) | Labour: General;Yes;https://www.business-humanrights.org/en/response-by-theo-chocolate-report-raises-concerns-about-imo-certified-theo-chocolates-alleged-anti-union-activities;https://www.business-humanrights.org/en/theo-chocolate
Theo Chocolate;Food & beverage | Supermarkets & grocery;USA;Africa: General;24;Sep;2012;Whole Foods & United Natural Foods criticised for failing to sign appeal asking Hershey's to fully commit to using ethically sourced cocoa;"Child labour | Supply chain/""Fair trade""";Yes;https://www.business-humanrights.org/en/whole-foods-response;https://www.business-humanrights.org/en/theo-chocolate
Thermo Fisher Scientific;Biotechnology | Pharmaceutical;USA;USA;19;Dec;2012;Company responses re lawsuit against SEC over final rule accompanying section 1502 of Dodd-Frank Act;"Security issues & conflict zones: General | Supply chain/""Fair trade""";No;https://www.business-humanrights.org/en/thermo-fisher-scientific-did-not-respond-to-global-witness-issues-new-call-for-more-companies-to-clarify-positions-on-conflict-minerals-lawsuit;https://www.business-humanrights.org/en/thermo-fisher-scientific
Thermopower Process Technology;Chemical: General | Waste disposal;South Africa;South Africa;11;Aug;2009;So. Africa: Community accuses Thermopower of environmental pollution & causing illness;Environment: General | Impact assessment;Yes;https://www.business-humanrights.org/en/response-to-business-human-rights-resource-centre-–-for-weekly-update-newsletter;https://www.business-humanrights.org/en/thermopower-process-technology
Thomas Cook;Tourism;United Kingdom;Turkey;22;Sep;2015;Turkey: Report raises labour rights concerns at ethically certified hotels contracted by subsidiaries of Thomas Cook, TUI & Kuoni ;Denial of freedom of association (see Labour: General) | Gender discrimination | Health: General (including workplace health & safety) | Labour: General | Living wage;Yes;https://www.business-humanrights.org/en/thomas-cook-groups-response;https://www.business-humanrights.org/en/thomas-cook
Thomson Reuters;Media & publishing: General;USA;Bahrain;18;Apr;2012;Protests over the Bahrain Grand Prix 2012;Denial of freedom of expression;No;https://www.business-humanrights.org/en/thomson-reuters-did-not-respond-to-concerns-raised-by-ngos-about-formula-one-and-its-teams-going-ahead-with-the-bahrain-grand-prix-given-the-human-rights-situation-in-the-country;https://www.business-humanrights.org/en/thomson-reuters
Thriveni Earthmovers;Mining;India;India;12;Aug;2015;India: Thriveni Earthmovers accused of dismissing & threatening trade unionists - company denies claims ;Death threats | Intimidation & threats | Labour: General;Yes;https://www.business-humanrights.org/en/thriveni-earthmovers-response;https://www.business-humanrights.org/en/thriveni-earthmovers
ThyssenKrupp;;Germany;Mozambique | Brazil;15;Feb;2016;Brasilien/Mosambik: ThyssenKrupp in Kritik wegen mangelhafter Umsetzung der menschenrechtl. Sorgfaltspflicht;Environment: General | Health: General (including workplace health & safety);Yes;https://www.business-humanrights.org/de/antwort-von-thyssenkrupp;https://www.business-humanrights.org/en/thyssenkrupp
ThyssenKrupp;;Germany;Germany;28;Sep;2015;How are companies responding to the refugee crisis in Europe?;Migrant & immigrant workers;Yes;https://www.business-humanrights.org/en/thyssenkrupp-response;https://www.business-humanrights.org/en/thyssenkrupp
ThyssenKrupp;;Germany;Germany;28;Sep;2015;Europa: Unternehmen sprechen sich für Integration von Flüchtlingen aus;Migrant & immigrant workers;Yes;https://www.business-humanrights.org/de/antwort-thyssenkrupp;https://www.business-humanrights.org/en/thyssenkrupp
Tiffany;Jewellery;USA;Central African Republic | Ghana | Tanzania | Philippines;19;Feb;2018;"Report by Human Rights Watch alleges labour rights abuses & child labour in gold & diamond supply chains of global jewellery brands; incl. co responses";Labour: General;Yes;https://www.business-humanrights.org/en/response-by-tiffany;https://www.business-humanrights.org/en/tiffany
Tiffany;Jewellery;USA;Myanmar;03;Feb;2005;Tiffany decides not to sell gems mined in Burma - activists call for US boycott of companies selling them;"Sanctions | Supply chain/""Fair trade""";Yes;https://www.business-humanrights.org/en/response-by-tiffany-tiffany-resumes-buying-gems-mined-in-burma-professional-jeweller-magazine-reports-click-here-following-our-update-it-re-imposed-the-moratorium-on-gemstones-from;https://www.business-humanrights.org/en/tiffany
Timberland (part of VF Corp);Clothing & textile | Footwear;USA;China;30;Mar;2005;China Labor Watch alleges Timberland supplier Kingmaker Footwear violates freedom of association & other labour rights, uses child labour;"Health: General (including workplace health & safety) | Labour: General | Supply chain/""Fair trade""";Yes;https://www.business-humanrights.org/en/response-by-timberland-china-labor-watch-alleges-labour-rights-abuses-at-timberland-supplier-kingmaker-footwear-in-china;https://www.business-humanrights.org/en/timberland-part-of-vf-corp
Titan Cement;Building materials & equipment | Cement;Greece;Egypt;29;May;2018;Titan Cement lawsuit (re air pollution, Egypt);Environment: General;Yes;https://www.business-humanrights.org/en/titan-cement-comments-on-the-dekheila-appellate-misdemeanor-court-ruling;https://www.business-humanrights.org/en/titan-cement
Titan Cement;Building materials & equipment | Cement;Greece;Egypt;24;Jul;2017;Titan cement in Egypt - environmental & labour concerns;Environment: General;No;https://www.business-humanrights.org/en/titan-cement-company-sa-did-not-respond-to-eipr-rejoinder;https://www.business-humanrights.org/en/titan-cement
Titan Cement;Building materials & equipment | Cement;Greece;Egypt;20;Jun;2017;Titan cement in Egypt - environmental & labour concerns;Environment: General | Health: General (including workplace health & safety);Yes;https://www.business-humanrights.org/ar/ترجمة-رد-شركة-تيتان-للأسمنت;https://www.business-humanrights.org/en/titan-cement
Titan Cement;Building materials & equipment | Cement;Greece;Egypt;19;Jun;2017;Titan cement in Egypt - environmental & labour concerns;Environment: General | Health: General (including workplace health & safety);Yes;https://www.business-humanrights.org/en/titan-acknowledges-“temporary-incident”-in-response-to-video-capturing-emissions-from-subsidiary-plant;https://www.business-humanrights.org/en/titan-cement
Titan Cement;Building materials & equipment | Cement;Greece;Egypt;29;Aug;2016;Titan cement in Egypt - environmental & labour concerns;Environment: General | Health: General (including workplace health & safety) | Labour: General;Yes;https://www.business-humanrights.org/en/titan-cement-egypt-responds-to-ombudsmans-decision-to-launch-compliance-investigation-into-investment;https://www.business-humanrights.org/en/titan-cement
Titan Cement;Building materials & equipment | Cement;Greece;Egypt;14;Jun;2016;Titan cement in Egypt - environmental & labour concerns;Environment: General | Health: General (including workplace health & safety) | Project financing/loans | Labour: General;Yes;https://www.business-humanrights.org/en/titan-cement-egypts-response;https://www.business-humanrights.org/en/titan-cement
TNT (part of TPG);Postal services;Netherlands;;15;Jul;2009;"SOMO ""overviews of controversial business practices 2008"" - and company responses";;Yes;https://www.business-humanrights.org/en/response-by-tnt-part-of-tpg-somo-overviews-of-controversial-business-practices-in-2008-on-companies-including-tnt;https://www.business-humanrights.org/en/tnt-part-of-tpg
Tods;Footwear;Italy;Italy;19;Jul;2016;"Reports allege poor working conditions in shoe supply chains in Eastern Europe; company responses included";Labour: General;No;https://www.business-humanrights.org/en/tods-did-not-respond;https://www.business-humanrights.org/en/tods-0
Tokio Marine & Nichido (part of Millea);Insurance;Japan;Myanmar;20;Aug;2008;Burma Campaign report on insurance firms - company responses & non-responses;Complicity;No;https://www.business-humanrights.org/en/tokio-marine-nichido-part-of-millea-did-not-respond-to-burma-campaign-uk-says-firms-providing-insurance-to-companies-operating-in-burma-support-dictators;https://www.business-humanrights.org/en/tokio-marine-nichido-part-of-millea
Tokyo Electric Power (TEPCO);Nuclear energy;Japan;Japan;21;May;2015;Japan: 10 Lessons from Fukushima: Reducing risks and protecting communities from nuclear disasters;Health: General (including workplace health & safety) | Labour: General;No;https://www.business-humanrights.org/en/tepco-declined-to-respond-to-“10-lessons-from-fukushima-reducing-risks-and-protecting-communities-from-nuclear-disasters”;https://www.business-humanrights.org/en/tokyo-electric-power-tepco
Tokyo Electric Power (TEPCO);Nuclear energy;Japan;;18;Jan;2012;Public Eye nominations 2012 - Company responses & non-responses;;No;https://www.business-humanrights.org/en/tokyo-electric-power-tepco-did-not-respond-to-greenpeace-switzerland-berne-declaration-nominate-6-companies-for-2012-public-eye-awards-for-the-worst-cases-of-contempt-for-the;https://www.business-humanrights.org/en/tokyo-electric-power-tepco
Tokyo Electric Power (TEPCO);Nuclear energy;Japan;Japan;18;May;2011;Reports on worker complaint at TEPCO's Fukushima Daiichi Nuclear Power Plant - May 2011;Health: General (including workplace health & safety);Yes;https://www.business-humanrights.org/en/response-by-tokyo-electric-power-tepco-contract-worker-files-complaint-after-allegedly-being-duped-to-work-at-troubled-fukushima-nuclear-plant;https://www.business-humanrights.org/en/tokyo-electric-power-tepco
Tokyo Electric Power (TEPCO);Nuclear energy;Japan;Japan;11;May;2011;"Japan: Expose on labour situation at TEPCO's Fukushima nuclear plant; contract workers most exposed to radiation, new recruits may be from ""outcaste"" group, no hazard warning in job ads";Racial/ethnic/caste/origin discrimination | Health: General (including workplace health & safety) | Labour: General;Yes;https://www.business-humanrights.org/en/tepco-response-to-journal-article-by-paul-jobin-on-the-treatment-of-workers-at-fukushima-daiichi-nuclear-power-station;https://www.business-humanrights.org/en/tokyo-electric-power-tepco
Tommy Hilfiger (part of PVH);Clothing & textile;USA;Bangladesh;03;Oct;2012;Bangladesh: Killing of labour rights activist, Aminul Islam, still under investigation 5 months on;Denial of freedom of association (see Labour: General) | Arbitrary detention | Killings | Labour: General;Yes;https://www.business-humanrights.org/en/response-by-tommy-hilfiger-part-of-phillips-van-heusen-killing-of-labour-rights-activist-aminul-islam-still-under-investigation-5-months-on;https://www.business-humanrights.org/en/tommy-hilfiger-part-of-pvh
Tongaat Hulett;Agriculture & livestock;South Africa;Mozambique;31;Jul;2007;Mozambique: Security guards at Mafambisse sugar plantation accused of killing striking worker;Deaths | Labour: General | Security issues & conflict zones: General;Yes;https://www.business-humanrights.org/en/tongaat-huletts-response-to-death-of-striking-worker-at-its-mafambisse-sugar-plantation;https://www.business-humanrights.org/en/tongaat-hulett
Tongling Nonferrous Metals;Metals & steel;China;Peru;12;Apr;2011;Zijin Mining's Rio Blanco project -- reports on conflict & company responses, Apr 2011;Killings | Security issues & conflict zones: General;No;https://www.business-humanrights.org/en/tongling-nonferrous-metals-did-not-respond-to-new-film-on-2009-violence-killings-at-zijin-mining’s-rio-blanco-project;https://www.business-humanrights.org/en/tongling-nonferrous-metals
TOP-TOY;Toy;Sweden;China;15;Jun;2005;China: Report alleges violations of workers' rights at toy factories;"Supply chain/""Fair trade""";Yes;https://www.business-humanrights.org/en/updated-company-response-from-top-toy-on-labour-conditions-in-toy-factories-in-china-following-release-of-english-version-of-swedwatch-and-fair-trade-center-report-easy-to-manage;https://www.business-humanrights.org/en/top-toy
Toplоfikatsia - Burgas EAD;Heating & boilers;Bulgaria;Bulgaria;26;Feb;2018;"Bulgaria: Govt. & domestic banks allegedly support coal mining & energy companies accused of labour rights abuses & environmental pollution; includes comments by banks & govt.";Environment: General | Labour: General;No;https://www.business-humanrights.org/en/toplоfikatsia-burgas-ead-did-not-respond;https://www.business-humanrights.org/en/toplоfikatsia-burgas-ead
Toplоfikatsia - Pernik EAD;Heating & boilers;Bulgaria;Bulgaria;26;Feb;2018;"Bulgaria: Govt. & domestic banks allegedly support coal mining & energy companies accused of labour rights abuses & environmental pollution; includes comments by banks & govt.";Environment: General | Labour: General;No;https://www.business-humanrights.org/en/toplоfikatsia-pernik-ead-did-not-respond;https://www.business-humanrights.org/en/toplоfikatsia-pernik-ead-0
Toplоfikatsia - Pleven EAD;Heating & boilers;Bulgaria;Bulgaria;26;Feb;2018;"Bulgaria: Govt. & domestic banks allegedly support coal mining & energy companies accused of labour rights abuses & environmental pollution; includes comments by banks & govt.";Environment: General | Labour: General;No;https://www.business-humanrights.org/en/toplоfikatsia-pleven-ead-did-not-respond;https://www.business-humanrights.org/en/toplоfikatsia-pleven-ead
Toplоfikatsia - Ruse EAD;Heating & boilers;Bulgaria;Bulgaria;26;Feb;2018;"Bulgaria: Govt. & domestic banks allegedly support coal mining & energy companies accused of labour rights abuses & environmental pollution; includes comments by banks & govt.";Environment: General | Labour: General;No;https://www.business-humanrights.org/en/toplоfikatsia-ruse-ead-did-not-respond;https://www.business-humanrights.org/en/toplоfikatsia-ruse-ead-0
Toplоfikatsia - Sliven EAD;Heating & boilers;Bulgaria;Bulgaria;26;Feb;2018;"Bulgaria: Govt. & domestic banks allegedly support coal mining & energy companies accused of labour rights abuses & environmental pollution; includes comments by banks & govt.";Environment: General | Labour: General;No;https://www.business-humanrights.org/en/toplоfikatsia-sliven-ead-did-not-respond;https://www.business-humanrights.org/en/toplоfikatsia-sliven-ead
Toplоfikatsia - Veliko Tarnovo EAD ;Heating & boilers;Bulgaria;Bulgaria;26;Feb;2018;"Bulgaria: Govt. & domestic banks allegedly support coal mining & energy companies accused of labour rights abuses & environmental pollution; includes comments by banks & govt.";Environment: General | Labour: General;No;https://www.business-humanrights.org/en/toplоfikatsia-veliko-tarnovo-ead-did-not-respond;https://www.business-humanrights.org/en/toplоfikatsia-veliko-tarnovo-ead
Toplоfikatsia - Vratsa EAD;Heating & boilers;Bulgaria;Bulgaria;26;Feb;2018;"Bulgaria: Govt. & domestic banks allegedly support coal mining & energy companies accused of labour rights abuses & environmental pollution; includes comments by banks & govt.";Environment: General | Labour: General;No;https://www.business-humanrights.org/en/toplоfikatsia-vratsa-ead-did-not-respond;https://www.business-humanrights.org/en/toplоfikatsia-vratsa-ead
Toronto-Dominion Bank;Finance & banking;USA;Canada;12;May;2017;USA: Environmental NGOs criticise banks' funding of Dakota Access Pipeline, concerned about pollution, indigenous rights;Indigenous peoples;Yes;https://www.business-humanrights.org/en/toronto-dominion-bank-responded-re-dakota-access-pipeline;https://www.business-humanrights.org/en/toronto-dominion-bank
Toronto-Dominion Bank;Finance & banking;USA;USA;30;Jan;2013;USA: Chicago Mayor writes to TD Bank, Bank of America urging them to push gun firms that they have major investments in to support military weapons ban;;No;https://www.business-humanrights.org/en/toronto-dominion-bank-did-not-respond-to-chicago-mayor-writes-to-td-bank-bank-of-america-urging-them-to-push-gun-firms-that-they-have-major-investments-in-to-support-military;https://www.business-humanrights.org/en/toronto-dominion-bank
Total;Oil, gas & coal;France;Uganda;20;Feb;2018;"Uganda: Communities displaced for oil-related infrastructure allege unfair compensation by oil companies; Total responds";Displacement;Yes;https://www.business-humanrights.org/en/totals-response-0;https://www.business-humanrights.org/en/total
Total;Oil, gas & coal;France;Indonesia | Malaysia;23;Oct;2017;"Un rapport d'ONG explique la loi française sur le devoir de vigilance à travers 3 études de cas ; avec les réponses des entreprises";"Environment: General | Climate change | Certification | Supply chain/""Fair trade""";Yes;https://www.business-humanrights.org/fr/réponse-de-total-1;https://www.business-humanrights.org/en/total
Total;Oil, gas & coal;France;France;18;Sep;2017;Union of Concerned Scientists-led study quantifies impacts of emissions of major fossil fuel producers on global temperature & sea level rise;Climate change;Yes;https://www.business-humanrights.org/en/total-response-1;https://www.business-humanrights.org/en/total
Total;Oil, gas & coal;France;USA;07;Feb;2017;Publish What You Pay urges oil, gas & mining firms to support US law on disclosure of payments to govts. - statements of support by 13 firms;Disclosure/use of payments to govts.;Yes;https://www.business-humanrights.org/en/total-response-statement-on-repeal-of-transparency-regulations-under-us-dodd-frank-act-section-1504;https://www.business-humanrights.org/en/total
Total;Oil, gas & coal;France;Iran | Morocco / Western Sahara;05;Apr;2016;Facing Finance report investigates abuses by 20 companies & ties to financial institutions;Climate change | Security issues & conflict zones: General | Corruption;Yes;https://www.business-humanrights.org/en/total-response-0;https://www.business-humanrights.org/en/total
Total;Oil, gas & coal;France;Nigeria;04;Jun;2015;"2 ONG accusent Total d’impacts négatifs sur les populations locales et le climat ; l’entreprise répond";Poverty/Development/Economic & social rights: General | Environment: General | Climate change;Yes;https://www.business-humanrights.org/fr/réponse-de-total-0;https://www.business-humanrights.org/en/total
Total;Oil, gas & coal;France;;29;Oct;2014;Pinocchio Awards;;Yes;https://www.business-humanrights.org/en/total-response;https://www.business-humanrights.org/en/total
Total;Oil, gas & coal;France;Congo - Democratic Republic of | Nigeria | South Africa | Argentina | Brazil | Peru | USA | China | Europe & Central Asia: General | Serbia | Ukraine;29;Oct;2014;"Des ONG organisent les prix Pinocchio qui dénoncent le décalage entre le discours des multinationales sur leurs impacts sociaux et environnementaux et la pratique ; les entreprises répondent";Deaths | Displacement | Poverty/Development/Economic & social rights: General | Environment: General | Health: General (including workplace health & safety) | Illness | Child labour | Access to water | Protests | Right to food | Land rights;Yes;https://www.business-humanrights.org/fr/réponse-de-total;https://www.business-humanrights.org/en/total
Total;Oil, gas & coal;France;Myanmar;04;Mar;2014;Myanmar: Residents protest against Petronas, PTT & Total for allegedly causing health & environmental problems through their operations in Kanbauk, Tenasserim Division;Environment: General | Health: General (including workplace health & safety) | Protests;Yes;https://www.business-humanrights.org/en/response-from-total-on-a-report-about-its-operations-in-kanbauk-tenasserim-division-myanmar;https://www.business-humanrights.org/en/total
Total;Oil, gas & coal;France;Uganda;21;Mar;2013;Uganda: Local residents say they have received too little compensation for damage to homes, farms from oil exploration by Total and construction of refinery;Displacement | Poverty/Development/Economic & social rights: General | Access to information | Land rights;Yes;https://www.business-humanrights.org/en/totals-response;https://www.business-humanrights.org/en/total
Total;Oil, gas & coal;France;Morocco / Western Sahara;19;Dec;2012;NGO letter to Total urging it not to renew oil reconnaissance & evaluation licence in occupied Western Sahara;;Yes;https://www.business-humanrights.org/en/response-by-total-ngo-letter-to-total-urging-it-not-to-renew-oil-reconnaissance-evaluation-licence-in-occupied-western-sahara;https://www.business-humanrights.org/en/total
Total;Oil, gas & coal;France;Bahrain;18;Apr;2012;Protests over the Bahrain Grand Prix 2012;Denial of freedom of expression;Yes;https://www.business-humanrights.org/en/response-by-total-concerns-raised-by-ngos-about-formula-one-and-its-teams-going-ahead-with-the-bahrain-grand-prix-given-the-human-rights-situation-in-the-country;https://www.business-humanrights.org/en/total
Total;Oil, gas & coal;France;Bolivia;10;Oct;2011;Bolivia: ONG analiza evaluación de impactos en derechos humanos de proyecto hidrocarburífero de Total y detecta posibles abusos;Gender discrimination | Women | Free, prior & informed consent;Yes;https://www.business-humanrights.org/en/response-from-total-to-human-rights-and-gender-concerns-related-to-the-capitania-muyupampa-exploration-in-bolivia;https://www.business-humanrights.org/en/total
Total;Oil, gas & coal;France;Myanmar;19;Jan;2011;"EarthRights says Norway ""complicit"" in human rights abuses in Burma through its investment in oil firms operating there";Complicity | Killings | Labour: General | Land rights;Yes;https://www.business-humanrights.org/en/response-by-total-earthrights-says-norwegian-govt-complicit-in-abuses-in-burma-through-investment-in-oil-companies-operating-there-including-total;https://www.business-humanrights.org/en/total
Total;Oil, gas & coal;France;Myanmar;26;May;2010;Call for oil firms Total, Chevron, PTTEP to practice revenue transparency by publishing payments made to Burma;Security issues & conflict zones: General | Disclosure/use of payments to govts.;Yes;https://www.business-humanrights.org/en/response-by-total-mary-robinson-and-167-other-individuals-organizations-call-on-chevron-pttep-total-to-practice-revenue-transparency-in-burma;https://www.business-humanrights.org/en/total
Total;Oil, gas & coal;France;Myanmar;04;Nov;2009;"Burma: Two EarthRights reports accuse Chevron & Total's Yadana pipeline of links to forced labour & killings, undermining sanctions; also cites banks OCBC, DBS";Poverty/Development/Economic & social rights: General;Yes;https://www.business-humanrights.org/en/response-by-total-two-earthrights-reports-accuse-chevron-totals-yadana-pipeline-of-links-to-forced-labour-killings-undermining-sanctions;https://www.business-humanrights.org/en/total
Total;Oil, gas & coal;France;Myanmar;21;May;2008;Burma Campaign UK says Total has helped to keep in power govt. that is “killing thousands by denying aid”;Health: General (including workplace health & safety) | HIV/AIDS | Microcredit;Yes;https://www.business-humanrights.org/en/total-response-to-statement-by-burma-campaign-uk;https://www.business-humanrights.org/en/total
Total;Oil, gas & coal;France;Myanmar;10;Oct;2007;"Sir Geoffrey Chandler: ""Total’s response to criticisms of its presence in Burma is in the worst tradition of corporate irresponsibility""";Complicity | Divestment;No;https://www.business-humanrights.org/en/total-did-not-respond-to-sir-geoffrey-chandler-totals-response-to-criticisms-of-its-presence-in-burma-is-in-the-worst-tradition-of-corporate-irresponsibility;https://www.business-humanrights.org/en/total
Total;Oil, gas & coal;France;Myanmar;10;Mar;2007;;Divestment | Sanctions;Yes;https://www.business-humanrights.org/en/response-by-total-totals-lobbying-weakens-eu-stance-on-burma-sanctions-says-member-of-european-parliament-geoffrey-van-orden;https://www.business-humanrights.org/en/total
Total;Oil, gas & coal;France;China;17;Jan;2007;China labour law reform;Labour: General;No;https://www.business-humanrights.org/en/total-did-not-respond-to-labor-groups-raise-concerns-about-positions-of-multinational-their-business-organizations-regarding-china’s-proposed-labour-law-reform;https://www.business-humanrights.org/en/total
Total;Oil, gas & coal;France;Myanmar;23;Feb;2005;Campaign supported by 40 organisations calls on Total to quit Burma;Divestment | Sanctions | Forced labour & modern slavery | Security issues & conflict zones: General;Yes;https://www.business-humanrights.org/en/response-by-total-total’s-presence-in-burma-fuelling-human-rights-abuses-says-new-report-–-40-organisations-in-18-countries-call-on-total-to-quit-the-country;https://www.business-humanrights.org/en/total
Tower Insurance;Insurance;New Zealand;New Zealand;22;Jul;2014;New Zealand: NGO files complaints under OECD guidelines against construction & insurance companies, alleges housing & health abuses due to inadequate response after 2010 earthquake;Health: General (including workplace health & safety) | Housing;Yes;https://www.business-humanrights.org/en/tower-insurance-response;https://www.business-humanrights.org/en/tower-insurance
Toyo Rikagaku Kenkyusho;Manufacturing: General | Metals & steel | Technology, telecom & electronics;Japan;China;20;Feb;2013;China Labor Watch submission to UN Working Group on business & human rights;Labour: General;Yes;https://www.business-humanrights.org/en/response-by-toyo-rikagaku-kenkyusho-china-labor-watch-submission-to-un-working-group-on-business-human-rights-highlights-poor-working-conditions-in-10-apple-supplier-factories;https://www.business-humanrights.org/en/toyo-rikagaku-kenkyusho
Toyota;Automobile & other motor vehicles;Japan;Myanmar;01;May;2014;Myanmar: Thilawa Special Economic Zone – summary of impacts, company responses and updates;Displacement | Housing | Land rights;Yes;https://www.business-humanrights.org/en/response-by-toyota-re-impact-of-industrial-complex-development-in-myanmar;https://www.business-humanrights.org/en/toyota
Toyota;Automobile & other motor vehicles;Japan;USA;19;Dec;2012;Company responses re lawsuit against SEC over final rule accompanying section 1502 of Dodd-Frank Act;"Security issues & conflict zones: General | Supply chain/""Fair trade""";No;https://www.business-humanrights.org/en/toyota-did-not-respond-to-global-witness-issues-new-call-for-more-companies-to-clarify-positions-on-conflict-minerals-lawsuit;https://www.business-humanrights.org/en/toyota
Toyota;Automobile & other motor vehicles;Japan;;24;Mar;2010;SOMO report on car manufacturers - company responses;;Yes;https://www.business-humanrights.org/en/response-by-toyota-somo-report-says-top-10-auto-makers-allegedly-failing-to-address-supply-chain-conflict-minerals;https://www.business-humanrights.org/en/toyota
Toyota;Automobile & other motor vehicles;Japan;Japan;02;Jul;2008;National Labor Committee report accuses Toyota of labour abuses in own operations & supply chain;Migrant & immigrant workers | Health: General (including workplace health & safety) | Labour: General;Yes;https://www.business-humanrights.org/en/response-by-toyota-national-labor-committee-report-accuses-toyota-of-labour-abuses-in-own-operations-supply-chain;https://www.business-humanrights.org/en/toyota
Toyota;Automobile & other motor vehicles;Japan;Myanmar;11;Mar;2008;"Social investors ask whether Toyota can maintain its investments in Burma ""without supporting the military regime and its egregious abuses of human rights"".";Complicity | Security issues & conflict zones: General;No;https://www.business-humanrights.org/en/toyota-did-not-respond-to-social-investors-ask-whether-toyota-can-maintain-its-investments-in-burma-without-supporting-the-military-regime-and-its-egregious-abuses-of-human-rights;https://www.business-humanrights.org/en/toyota
