album,artist,country,label,year
Love Bezerker,Seth Troxler,US,Berettamusic Grey,2006.0
Audio8,Jens Zimmermann,Germany,Snork Enterprises,2009.0
Untitled,Jay Haze,US,Contexterrior,2002.0
Kосмос,Kosmos (2),Finland,Puu,1996.0
Home,The Ties,Germany,Knall Traxx,2008.0
Paradox EP,Dachshund,Germany,Platzhirsch Schallplatten,2007.0
Gris Anthemo,Alex Under,Spain,Cmyk Musik,2007.0
Bomb Jack / Ghost N Goblins,Monomachine,France,Catwash Records,2007.0
Inept Starlet EP,Jason Emsley,Germany,Platzhirsch Schallplatten,2007.0
Re:connected 002,Martinez,Denmark,Re:connected,2007.0
Serious Bitch EP,Zdenko Grbavac,Germany,F.T.W. Recordingz,2010.0
Swizzle Stick EP,Bastian Knop,Germany,Meleon Music,2008.0
Great Memories,Various,Germany,Klangscheiben,2014.0
Spirit Of NETLAG,Q-Man,Germany,Zerinnerung,2006.0
Free Range Deductions,Safety Scissors,Germany,Force Tracks,2000.0
Particles EP,Todd Bodine,Germany,Tresor,2005.0
Synewave Artist Sampler 2,Various,US,Synewave,2004.0
Focus On Light,*,Austria,Giallo Disco,2016.0
The Unlimited Experience Remixed,John Thomas,France,Ethique Recordings,2009.0
SSREXTRA11,*,Germany,Super 6 Records,2013.0
Adrift,Colin Zyskowski,US,Addon,2006.0
Dettmann II,*,Germany,Ostgut Ton,2013.0
Charlotte / Clear Motion,Reboot,Germany,Below,2007.0
Samurai EP,Pablo Rez,France,Frankie Rec,2008.0
Vol. VIII - His Masters Choice,Byron Bogues,Germany,Ltd. 440 Hz,1998.0
Nagoya Gun Shop EP,So Inagawa,US,Unfoundsound,2006.0
Fabric 31,Marco Carola,UK,Fabric (2),2006.0
Pitch And Gas EP,Easy Changes,US,Unfoundsound,2007.0
Next Time I'm Normal,San Lebowski,Germany,Nummer-Schallplatten,2008.0
Moto-R EP,Detroit Diesel,Finland,Dum Records,1995.0
Big Bang EP,Various,Germany,Eintakt,2008.0
The Ritual Of Bits EP,Franco Cinelli,Germany,Hometown Music,2007.0
Seven,Tamborder,,Metropolitan Recordings,2015.0
Tornado (Remixes),Paco Osuna,Germany,Zenit,2007.0
Urban Penetration,DJ Slip,US,Parotic Music,1997.0
Teoria Della Fissione,*,Italy,Cápsula,2007.0
Perfect Circles,*,Germany,Circle Music,2008.0
Dirtycology Part 1,Cabanne,Switzerland,Sthlmaudio Recordings,2006.0
RA.219,Cio D'or,UK,Resident Advisor,2010.0
Should Have Gone Home,Jamie Jones (2),France,Freak n' Chic,2007.0
H-3,Oliver Huntemann,Germany,Ideal Audio,2009.0
First Array,Various,US,Tektite Recordings,1998.0
Rampant Passenger,[a]pendics.shuffle,Germany,Mo's Ferry Prod.,2006.0
No Turning Back,Big Bully,Germany,Mo's Ferry Prod.,2006.0
Please My Pain,Big Bully,US,Thema,2007.0
Dub I.O.S.,Frank Leicher,Germany,Geopark Music,2010.0
After Hours,Rue East,UK,Pure Plastic,2000.0
Empty City EP,Greenbeam & Leon,US,Unfoundsound,2007.0
Winds Of Change,Michael Victory,US,CSM,2002.0
Run,Troy Pierce,Canada,M_nus,2005.0
EP,Audio Werner,Germany,Hartchef Discos,2004.0
Immune,Bodycode,US,Spectral Sound,2009.0
Hinterwäeldler E.P.,Terrae,Italy,Defrag Sound Processing,2002.0
Alles Wird Gut!,Steve Nash (2),Germany,BeatModul Records,2007.0
Ambivalent Presents _ground,Ambivalent,Canada,Minus12,2012.0
Control,Cristian Arango,US,Fly Records (7),2010.0
Bang!,Funkwerkstatt,Germany,Finger Tracks,2008.0
With A Little Luck...,René Breitbarth,Germany,Treibstoff,2004.0
Silk EP,Noidoi,Greece,Material Series,2009.0
Well Done My Son,Shed,Germany,Soloaction Records,2006.0
Pluie/Noir Year One,Various,Portugal,Pluie/Noir Recordings,2013.0
Orange EP,Moob,Slovenia,Matrix Musik,1995.0
Micromix-v157,Ferik,Italy,Micromix,2008.0
"<a class=""needs_changes"" href=""/master/205043-Chuggin-Slug-EP/history#latest"">
<i class=""icon icon-exclamation-circle""></i>
            Needs Changes        </a>","
",Germany,Karloff,2006.0
Moonstruck,*,Germany,Resopal Schallware,2003.0
"<a class=""needs_changes"" href=""/master/30191-Whos-Afraid-Of-Detroit-Remixes/history#latest"">
<i class=""icon icon-exclamation-circle""></i>
            Needs Changes        </a>","
",US,Dirtybird,2007.0
Sweet Day EP,Luigi Madonna,Germany,Kondens,2009.0
Science Fiction Stress,S-Mode,US,Country Western,1997.0
"<a href=""/master/25472-Sool/history#latest"">
<i class=""icon icon-info-circle""></i>
            Needs Vote        </a>","
",Germany,BPitch Control,2008.0
Section EP.,Murmur,UK,Meanwhile,2006.0
Blackcabaret,Dinky,US,Carpark Records,2003.0
Torchlight Story,*,UK,Figment,1999.0
Spectral Promo,Various,US,Beatport Promotion,2009.0
Multietnic,Gianluca Corvesi,Spain,Suara,2009.0
Cozmoport,SCSI-9,Germany,Force Tracks,2001.0
Ride Towards,Sten D.,Germany,Kreislauf,2008.0
Rekorder 08,Rekorder,Germany,Rekorder,2007.0
Rekorder 10,Rekorder,Germany,Rekorder,2007.0
Invisible Circles,Margaret Dygas,Germany,Perlon,2009.0
Frozen Border 9,#.4.26.,UK,Frozen Border,2011.0
Alice In Panorama EP,m0h,Europe,Analytic Trail,2011.0
Design Flaw,Recept,US,Tektite Recordings,1998.0
Gestation,Various,UK,Deafmosaic,2003.0
Foundation EP,Patrik Skoog,Sweden,Native Diffusion,2000.0
1-7,Various Artists (3),Germany,Chain Reaction,1995.0
Magenta,Monolake,Germany,Chain Reaction,1996.0
In The Mix (The Sound Of The 16th Season),Sven Väth,Germany,Cocoon Recordings,2015.0
Number Five /  Number Six,Ink And Needle,Denmark,Tattoorec.com,2007.0
Zustandsgeber,Eternal Basement,Germany,Harthouse Mannheim,2012.0
As If Dubs,Jesper Dahlbäck,Sweden,Mad Eye,2006.0
Deception EP,Donor,Spain,Miniscule,2007.0
Penumbra EP,Bob Rogue,Spain,Miniscule,2006.0
Untitled,Rude 66,Netherlands,Bunker Records,1997.0
Sulkek EP,Iesope Drift,Germany,Seico Corp Recordings,1998.0
Cocoon Compilation K,Various,Germany,Cocoon Recordings,2011.0
Different Meanings,Nicole Moudaber,UK,8 Sided Dice Recordings,2011.0
Crust Cloud Chunks EP,Cristian Vogel,Germany,Snork Enterprises,2009.0
Tell Me Quietly,Danny Benedettini,Germany,Items & Things,2011.0
Unterbauer EP,Rocco Caine,Germany,Leutral Recordings,2011.0
We Are Opilec...! Vol. II,I-Robots,Italy,Opilec Music,2013.0
Synaptic EP,Dan Curtin,Germany,Klang Elektronik,2006.0
Eraser E.P.,Lukas,Germany,Players Paradise,2007.0
I'll Lick Your Spine,Let's Go Outside,UK,Pnuma,2007.0
Glass EP,Lee Van Dowski,Greece,Material Series,2009.0
Deux,Steve O'Sullivan,UK,Green/As It Is,1995.0
Vapaa Muurari Live,Uusitalo,Germany,Force Inc. Music Works,2000.0
New Identity,Mathew Jonson,Canada,Itiswhatitis Recordings,2001.0
Pinhole Of Light,Phil Kieran,UK,Flying Cabbage,2007.0
Drifting Remixes,Jacek Sienkiewicz,Poland,Recognition,2016.0
Lunar,Jamie McHugh,UK,Underwater Records,2008.0
Endless Horizon,Shebuzzz,US,Toffler Music Entertainment,2016.0
ABC,Anders Ilar,Netherlands,Audio.nl,2007.0
Horseshoe 2,Horseshoe,Germany,Cabinet Records,1996.0
Okkasion EP,Monkey Maffia,Germany,Freude Am Tanzen,2006.0
Named After Patricia,Matteo Gomez,US,Unfoundsound,2015.0
Join The Army With Me,Rudolf,Russia,Nervmusic Records,2009.0
Merlin EP,Moritz Von Pein,Germany,Kahlwild,2006.0
It's What I Like Vol. 3,Various,Italy,Analytic Trail,2009.0
Waiting For So Long Reworked,K.atou,UK,Lick My Deck,2009.0
Noir,Loopback,Netherlands,Tesjno,2016.0
Plague Of The New Age EP,Photonz,France,Get The Curse Music,2010.0
Foolproof / Get Up,Ronald Van Norden,Germany,Eminor Records (2),2010.0
The Tropic Of Cancer,The Thrillers,Germany,Persona Records,2008.0
Berghain 03,Len Faki,Germany,Ostgut Ton,2009.0
Impulse Control 2,Decimal,Netherlands,Enemy Records (2),2008.0
Beyond The Moon - The Remixes,FeldFunker,Germany,Kreislauf,2007.0
Series II,Various,UK,Morpheus Productions,1999.0
Half A Year,Max Marlow,Germany,Kreislauf,2006.0
Ambitronic,Ambitronic,Germany,Kreislauf,2008.0
Doobie / Floyd,Swayzak,UK,Swayzak Recordings,1999.0
LMML Artists: Volume 1 ,Various,Germany,Lowmoneymusiclove,2013.0
Gonna Get Ya,*,UK,Big In Ibiza,2008.0
Fungi / The Misidia Monarchy,Akiko Kiyama,UK,Lick My Deck,2007.0
Heat,*,US,Railyard Recordings,2007.0
Our Memories Of Winter,Norken,Germany,Combination Records,2005.0
Visitation EP,*,Germany,Snork Enterprises,2009.0
The Life Wire (Part One),Gregor Tresher,Germany,Break New Soil,2009.0
Twisted Route EP,Umek,UK,SOUNDZ (2),2009.0
"Stay At Home, Read A Book EP",Benjamin Fehr,Germany,Catenaccio Records,2011.0
We Lost The Flight EP,OEL & Polygon,France,Micro-Fibres,2009.0
The Bassett Project E.P.,The Process (2),US,Integrated Recordings,2000.0
Terrestre EP,Lineas De Nazca,Germany,Frucht,2013.0
Explore The Space Version 1.0,Various,US,Macintosh,2003.0
Silverscreen,*,Germany,AFU Limited,2007.0
Senderoff (Remixes),Fergie,UK,Excentric Muzik,2008.0
Input / Output,Microtrauma,Germany,Elected Tunes,2009.0
Drum And Noise Style,Cari Lekebusch,Sweden,Hybrid,1995.0
Altered State EP,Oscar Mulero,UK,Coda Records,2002.0
Fly By,Tim Nice,UK,Tall House Underground,2012.0
In The Mix - The Sound Of The 17th Season,Sven Väth,Germany,Cocoon Recordings,2016.0
White Flag Black / Maripoza,Davis & May,Germany,Maripoza,2007.0
Clips Of Fear,Hardcell & Johan Bacto,Sweden,Devils Choice,2001.0
1 Part 1/3,Various,Spain,Net28,2008.0
Keyframe,Geoff White,US,Edit,2002.0
So Long Paris,Tolga Fidan,Germany,Vakant,2009.0
They Live,Damolh33,UK,Creepy Finger Records,2013.0
Involuntary Movements Vol. 1,Denard Henry,US,Hematite Records,1997.0
Speed Beauty,Sun-Inside,Australia,Misspelled Records,2010.0
Don't Believe The Chord-Pop Hype,Schubert,Germany,Statik Entertainment,2006.0
Multipliremezclas 3,Alex Under,Spain,Apnea,2009.0
Spirits,Russ Gabriel,UK,Pariter,2008.0
Carry On - Pretend We Are Not In The Room,Efdemin,Belgium,Curle Recordings,2008.0
Speicher CD 2,Michael Mayer,Germany,Kompakt Extra,2004.0
Freiland Klaviermusik,Wolfgang Voigt,Germany,Profan,2010.0
Satisfaxion - The Volume,Various,Spain,Funky Peace Productions 2000 Ltd,1997.0
Serpent,Solead,Czech Republic,Beef Records,2008.0
Kvantti,Ø,Finland,Sähkö Recordings,1993.0
Volume 9,Various,Netherlands,Shadow Fax,2007.0
Dive And Lie Wrecked,Dave Aju,US,context,2004.0
Put It Where You Want EP,NDKj,Germany,Maschine,2006.0
Patchouli,Akiko Kiyama,Germany,Contexterrior,2007.0
Berserker,Jane (5),US,Paw Tracks,2005.0
Mushrooms,Mr Kaidzu,Russia,Deep-X Recordings,2011.0
A Tree Is A Tree,Sascha Krohn,Germany,Dreielf,2009.0
System,Danny K,Italy,QOKI Record,2008.0
e Lucia,Spencer Parker,UK,Tsuba Records,2008.0
Yellow Circles,Simone Tavazzi,Italy,Agile Recordings,2008.0
Thermo,Mike Parker,Spain,Semantica Records,2011.0
Myth And Impermanence,Inch-Time,UK,Mystery Plays Records,2012.0
Monday,Philip Bader,Germany,Stil Vor Talent,2008.0
La Fantasia Del Vodkrens,Seph (2),Germany,Dumb-Unit,2009.0
Spectral Sound Remixed,Various,US,Spectral Sound,2008.0
Geometrik Forms EP,Giorgio Gigli,Italy,Elettronica Romana,2006.0
Digital Boogie,Stephen Brown,UK,Realtime,2000.0
Red Passion II,Robert Hood,US,Duet,1999.0
Yoyogi Park,Lawrence,Europe,Mule Musiq,2016.0
Freestate Two,Rob Rowland,Ireland,Freestate,2002.0
Sawmill Woodworm,CK Two,Germany,Koax Records,2009.0
Kiro EP,Emmanuel Ternois,France,Children of Tomorrow,2009.0
Spectre,Franco Cangelli,Belgium,Toys For Boys Records,2005.0
Rueffel EP,Alec Troniq,Germany,Ipoly Music,2012.0
Untitled,Thomas Brinkmann,Germany,Max Ernst,1999.0
Max.Ernst & Freunde,Thomas Brinkmann,Germany,Max Ernst,1998.0
Yeah // Zavirox,Coming Soon,Netherlands,EC Records,2007.0
DIN,Niederflur,Canada,M_nus,2007.0
Ola,The D.L.O.,Italy,Unpolite Records,2006.0
Warehouse Sessions Volume 5,Claro Intelecto,UK,Modern Love,2008.0
Where's My Pill?,Minimow,Germany,Hell Yeah Recordings,2007.0
"<a class=""needs_changes"" href=""/master/1067801-Unconditional-Reconditioned/history#latest"">
<i class=""icon icon-exclamation-circle""></i>
            Needs Changes        </a>","
",US,Synewave,2007.0
Alaska Melting,Monolake,Germany,Monolake / Imbalance Computer Music,2006.0
Steady Pulse,Exercise One,Germany,Mobilee,2005.0
Autistische Geschichten,Anna (19),Germany,Autist,2008.0
Die Maschinen Sind Gestrandet,Boris Brejcha,Germany,Harthouse Digital,2007.0
Clubsessel,Clubsessel,Germany,K2 O Records,2002.0
Signs,Heartthrob,Canada,M_nus,2008.0
Hutspot / Stamppot,Heiko Laux,Sweden,Truesoul,2009.0
Herbarium,Dominik Eulberg,Germany,Traum Schallplatten,2008.0
Take Control EP,Raza (2),Germany,Styrax Records,2012.0
Just Ask The Lonely,Omar-S,US,FXHE Records,2005.0
Klamauk° 002,Various,Germany,Klamauk°,2009.0
Bongospace,Abonné,Germany,OpossuMini,2008.0
Sehr Pornoes EP,Hammerschmidt & Lentz,Germany,Religio Audio,2007.0
Sexus,Sebastian Russell,US,Adjunct,2008.0
Take My Breath Away,Gui Boratto,Germany,Kompakt,2009.0
The Trentemøller Chronicles,Trentemøller,Europe,Audiomatique Recordings,2007.0
Misch Masch,Radio Slave,Germany,Fine.,2007.0
Screaming Hands,Radio Slave,UK,REKIDS,2007.0
Colombage EP,*,Germany,Fachwerk,2009.0
Nostalgik.1,Plastikman,Canada,M_nus,2004.0
Untitled,Schermate,Italy,Schermate Recordings,2010.0
Miso E.P.,Oliver Schubert,Japan,Plaza In Crowd,2009.0
Now Come On Into The World,Peak:Shift,New Zealand,Nurture,1999.0
Formula,Djinxx,Germany,Neutonmusic,2007.0
Plus Two,Marco Carola,Canada,Plus 8 Records,2008.0
Apnea,Marco Carola,Canada,Plus 8 Records,2007.0
Bleep,*,US,Accelerate,1993.0
Split EP,Micro Naps,US,Tundra Dubs,2011.0
Viviane EP,Loran Valdek,Italy,Doot Records,2010.0
Shari Vari - Remixed,A Number Of Names,Germany,International Deejay Gigolo Records,2002.0
Bunch EP,Donna K.,Germany,Freizeitglauben,2003.0
Nightstick,Jake Fairley,Canada,Dumb-Unit,2004.0
Touch Not The Cat,Jake Fairley,Germany,Dumb-Unit,2004.0
Sabako / Dagashi,Toby Izui,Germany,Karton Schallplatten,2007.0
Fabric 44,John Tejada,UK,Fabric (2),2009.0
Presents Fire It Up,Eddie Halliwell,UK,New State Recordings,2008.0
Cone Of Confusion,Riou,Belgium,KK Records,1996.0
She Has No Legs,Miss Fitz,UK,Sushitech Purple,2006.0
Frequency Quilt Unoiki,choenyi,Germany,Unoiki,2010.0
Cinderbolic EP,Revy,US,Bleepsequence,2010.0
Micromix Vol. 69,Ferik,Italy,Micromix,2006.0
Micromix V71,Ferik,Italy,Micromix,2006.0
Shh,Phil Kieran,Germany,Cocoon Recordings,2009.0
From A To B,Hobo (3),Canada,M_nus,2008.0
Kjexy Snick Snack,Ost & Kjex,Germany,Punkt Music,2006.0
Signals And Minimalism,DJ T-1000,US,Pure Sonik Records,1998.0
Plumber's Workshop,Phage & Daniel Dreier,Germany,Klang Elektronik,2006.0
Timemachine Vol. 1,Various,Germany,Mauromusica,2005.0
A Pure Sonik Evening,DJ T-1000,US,Pure Sonik Records,1998.0
Andante,Sebastian Roya,Germany,Connaisseur Supérieur,2008.0
Next To Monchhichi,Skoozbot,Canada,Plus 8 Records,2007.0
Conexion Familar EP,Matias Vila,Argentina,Miniatura Records,2008.0
Die Discofibel,Mitte Karaoke,Germany,WMF Records,2000.0
Dark Summer Nights,Alex Bau,Germany,Credo Black Series,2009.0
Le Feu EP,Flavio Diaz,Sweden,Drumcode,2010.0
Peng Peng Baby,*,Germany,Stewardess,1998.0
Nothing Produces Stark Imagery,*,Germany,Tresor,1999.0
Kolmas Tuleminen,Rasmus Hedlund,Germany,Resopal Schallware,2008.0
In Between,Misc.,Germany,Resopal Schallware,2003.0
Holy Shit E.P.,Daniel Soave,Germany,Beatdisaster Records,2008.0
"<a class=""needs_changes"" href=""/master/92264-Bubblebath/history#latest"">
<i class=""icon icon-exclamation-circle""></i>
            Needs Changes        </a>","
",UK,Pure Plastic,2006.0
420 EP,Dustin Zahn,Spain,Mindshake Records,2009.0
Kill The Disco,Van Rivers,Germany,Boxer Recordings,2006.0
"<a href=""/master/45263-Penthouse-Traxx-10/history#latest"">
<i class=""icon icon-info-circle""></i>
            Needs Vote        </a>","
",Germany,Psycho Thrill,2008.0
Ivory / Die Lösung,Matt Louis,US,Subware Elements,1995.0
Faber Mundi EP,Goto,Denmark,Multiplex,1995.0
Uganda Express,Den Ishu,Germany,Desolat,2009.0
The Island Of Lost Children Vol 1,Various,France,Circus Company,2007.0
Crazy,Paco Osuna,Canada,Plus 8 Records,2007.0
Jittery Heritage Remixes,Einmusik,Germany,Italic,2005.0
Shut World,Etc. (4),Japan,elementperspective,2013.0
Hamburger Doom,Remute,UK,Perc Trax,2007.0
Metanarrative,Claro Intelecto,UK,Modern Love,2008.0
Total 1,Various,Germany,Kompakt,1999.0
Dissolve,Konofumin,Japan,elementperspective,2015.0
Total 8,Various,Germany,Kompakt,2007.0
Let's Call It A Day,*,Germany,BineMusic,2006.0
Got U Freekin,Stephen Brown,UK,Realtime,1999.0
EP004-B,Styro2000,Switzerland,Anarres Records,1998.0
A Walk In The Park EP,DJ Minx,Canada,M_nus,2004.0
Skynet,Infiniti,Germany,Tresor,1998.0
Klin,Dusty Kid,Germany,Boxer Recordings,2009.0
Motherfucking Rules,D. Carbone,Italy,Frequenza,2010.0
Takedem Ou Tadoor / The Snores Of The Moon,Eric Tarlouf,Italy,Frequenza,2011.0
Damage EP,Alexander Kowalski,Belgium,Different,2008.0
"<a class=""needs_changes"" href=""/master/9524-Unitxt/history#latest"">
<i class=""icon icon-exclamation-circle""></i>
            Needs Changes        </a>","
",Germany,Raster-Noton,2008.0
Deer In The Headlights,Chelonis R. Jones,Germany,Get Physical Music,2006.0
My Bleep,Radio Slave,UK,REKIDS,2006.0
Samba,Paul Ritch,Germany,Resopal Schallware,2006.0
No More Reset EP,Monomachine,Belgium,Wit,2008.0
Living In Oblivion,Jacek Sienkiewicz,Germany,Smallville Records,2007.0
Francis EP,Der Tietz,Germany,Einmaleins Musik,2007.0
Snake Charmer EP,Minilogue,Canada,Wagon Repair,2008.0
Kolmas Tuleminen,Rasmus Hedlund,Germany,Resopal Schallware,2008.0
In Between,Misc.,Germany,Resopal Schallware,2003.0
Holy Shit E.P.,Daniel Soave,Germany,Beatdisaster Records,2008.0
"<a class=""needs_changes"" href=""/master/92264-Bubblebath/history#latest"">
<i class=""icon icon-exclamation-circle""></i>
            Needs Changes        </a>","
",UK,Pure Plastic,2006.0
420 EP,Dustin Zahn,Spain,Mindshake Records,2009.0
Kill The Disco,Van Rivers,Germany,Boxer Recordings,2006.0
"<a href=""/master/45263-Penthouse-Traxx-10/history#latest"">
<i class=""icon icon-info-circle""></i>
            Needs Vote        </a>","
",Germany,Psycho Thrill,2008.0
Ivory / Die Lösung,Matt Louis,US,Subware Elements,1995.0
Faber Mundi EP,Goto,Denmark,Multiplex,1995.0
Uganda Express,Den Ishu,Germany,Desolat,2009.0
The Island Of Lost Children Vol 1,Various,France,Circus Company,2007.0
Crazy,Paco Osuna,Canada,Plus 8 Records,2007.0
Jittery Heritage Remixes,Einmusik,Germany,Italic,2005.0
Shut World,Etc. (4),Japan,elementperspective,2013.0
Hamburger Doom,Remute,UK,Perc Trax,2007.0
Metanarrative,Claro Intelecto,UK,Modern Love,2008.0
Total 1,Various,Germany,Kompakt,1999.0
Dissolve,Konofumin,Japan,elementperspective,2015.0
Total 8,Various,Germany,Kompakt,2007.0
Motherfucking Rules,D. Carbone,Italy,Frequenza,2010.0
Takedem Ou Tadoor / The Snores Of The Moon,Eric Tarlouf,Italy,Frequenza,2011.0
Let's Call It A Day,*,Germany,BineMusic,2006.0
Got U Freekin,Stephen Brown,UK,Realtime,1999.0
EP004-B,Styro2000,Switzerland,Anarres Records,1998.0
Chords & Spaces / A Techno Sound Of Detroit VI,Various,Germany,City Noises,2016.0
Kvantti,Ø,Finland,Sähkö Recordings,1993.0
Volume 9,Various,Netherlands,Shadow Fax,2007.0
Damage EP,Alexander Kowalski,Belgium,Different,2008.0
"<a class=""needs_changes"" href=""/master/9524-Unitxt/history#latest"">
<i class=""icon icon-exclamation-circle""></i>
            Needs Changes        </a>","
",Germany,Raster-Noton,2008.0
Deer In The Headlights,Chelonis R. Jones,Germany,Get Physical Music,2006.0
My Bleep,Radio Slave,UK,REKIDS,2006.0
Samba,Paul Ritch,Germany,Resopal Schallware,2006.0
No More Reset EP,Monomachine,Belgium,Wit,2008.0
Living In Oblivion,Jacek Sienkiewicz,Germany,Smallville Records,2007.0
Francis EP,Der Tietz,Germany,Einmaleins Musik,2007.0
Snake Charmer EP,Minilogue,Canada,Wagon Repair,2008.0
Gary White,Hrdvsion,Canada,Wagon Repair,2006.0
Rocky Mountains EP,Glacier (3),Canada,Wagon Repair,2007.0
Kill The DJ Introducing The Dysfunctional Family - A Mixed Up Compilation By Chloé Et Ivan Smagghe,Ivan Smagghe,France,Discograph,2006.0
Behind The Atoms,Matt John,UK,Underl_ne,2006.0
Version Immersion,Deadbeat,Germany,~scape,2006.0
Freiland Klaviermusik,Wolfgang Voigt,Germany,Profan,2010.0
A Walk In The Park EP,DJ Minx,Canada,M_nus,2004.0
Skynet,Infiniti,Germany,Tresor,1998.0
Klin,Dusty Kid,Germany,Boxer Recordings,2009.0
Satisfaxion - The Volume,Various,Spain,Funky Peace Productions 2000 Ltd,1997.0
Serpent,Solead,Czech Republic,Beef Records,2008.0
The Edge,Terrence Dixon,France,Goldmin Music,2015.0
Four Hands EP,Doppelstecker,Germany,Shot Records (2),2000.0
e Lucia,Spencer Parker,UK,Tsuba Records,2008.0
Thermo,Mike Parker,Spain,Semantica Records,2011.0
Globe EP,*,Sweden,Planet Rhythm Records,1996.0
Yellow Circles,Simone Tavazzi,Italy,Agile Recordings,2008.0
Untitled Remix,Dehydrate,Netherlands,R.P.M.,
Scattered Practices,Ezekiel Honig,US,Microcosm Music,2006.0
The Leopard Rmx,Minilogue,Germany,Traum Schallplatten,2007.0
Métisse 01,Denis Karimani,Belgium,Curle Recordings,2007.0
Speicher 98,Patrice Bäumel,Germany,Kompakt Extra,2017.0
Musik Ohne Bass,Mathias Schaffhäuser,Germany,Force Inc. Music Works,2003.0
Speicher 97,Kölsch,Germany,Kompakt Extra,2017.0
Cleaning Sounds Is A Filthy Business,John Tejada,US,Palette Recordings,2006.0
Musik Für Fünf Maschinen,Hannes Rasmus,Germany,Traum Schallplatten,2014.0
Dermaptera 3,Dermaptera,Germany,Dermaptera,2007.0
White Light / Black As You Like,Phil Kieran,UK,Soma Quality Recordings,2007.0
Domina,Maurizio,Germany,Maurizio,1993.0
"<a class=""needs_changes"" href=""/master/37441-Consumed/history#latest"">
<i class=""icon icon-exclamation-circle""></i>
            Needs Changes        </a>","
",UK,NovaMute,1998.0
Studio 1,Studio 1,Germany,Studio 1,1997.0
In The Mix - The Sound Of The Eleventh Season,Sven Väth,Germany,Cocoon Recordings,2010.0
Sponge / T-Bone,Marc Miroir,Germany,Paso Music,2009.0
Q 1.1,Basic Channel,Germany,Basic Channel,1993.0
Der Kleine Korg Und Das Echo,Der Dritte Raum,Germany,Resopal Schallware,2005.0
Electric_02,NuBreed,Australia,EQ Recordings,2006.0
Kosi Comes Around,DJ Koze,Germany,Kompakt,2005.0
One,Cours de Performance,Germany,Phonothek Records,2008.0
Space Travel,The Hacker,France,Notorious Elektro,2007.0
Schieber.01,Moritz Piske,Germany,Schieber,2005.0
Nocturne EP,Tom Dazing,Belgium,MB Selektions,2007.0
Forms (Part Two),Todd Bodine,Germany,Highgrade Records,2009.0
Nebulae,A. Paul,Portugal,onh.cet,1999.0
Chiloé EP,Pier Bucci,UK,Crosstown Rebels,2007.0
Devil's House,Dapayk Solo,Germany,Mo's Ferry Prod.,2008.0
Boogybytes Vol.01,Kiki,Germany,BPitch Control,2006.0
In The Mix - The Sound Of The Fourth Season,Sven Väth,Germany,Cocoon Recordings,2004.0
Squelch,*,Germany,Non Standard Productions,2008.0
The X EP,A. Paul,Portugal,Tsunami (3),1998.0
07.#04,Various,Germany,Platform B Recordings,2007.0
Tendar EP,Patlac,Austria,Do Easy Records,2009.0
Tesla,Deadbeat,Canada,Revolver Recordings,2000.0
Redefinition 1 - Undefined,Various,Germany,Unoiki,2011.0
Ince,Geoff White,US,Spectral Sound,2004.0
Palma,Aril Brikha,Germany,Art Of Vengeance,2011.0
Behavior EP,Mindctrl,Russia,Deep-X Recordings,2012.0
Spanish Girls,Adam Marshall,US,Thema,2007.0
The Dignity Of Labour Vol. 2,*,Germany,Klappstuhl Records,2013.0
Wonder 21,Karmina,Germany,OpossuMini,2007.0
The Sampling Matters EP,The Presets,Germany,Klang Elektronik,2004.0
Stuck EP,Farben,Germany,Klang Elektronik,1998.0
JS-01,*,UK,JS,1997.0
mV 05,Various,UK,Multi Vitamins,2006.0
Gesellschafts Differenz,Brixton,Germany,Holzplatten,1998.0
Throw Caution,Justin Berkovi,Germany,Incase Recordings,2010.0
Untitled,*,US,Docile Recordings,2006.0
Sacred Machine,Baby Ford & The Ifach Collective,Germany,Klang Elektronik,2001.0
Festivus EP,Tim Stokes Rees,Canada,Cynosure,2002.0
SupaFreaky EP,Franck Further,Canada,Unfused Records,2009.0
I Plead Guilty,Horror Inc.,Germany,Perlon,2004.0
The Button Down Mind Of Daniel Bell,Daniel Bell,Germany,Tresor,2000.0
CrosstownRebels Vol 01.,Damian Lazarus,UK,Crosstown Rebels,2006.0
Weave25A,Jonas Kopp,Germany,Weave Music,2008.0
Second Life,Yapacc,Germany,Wir,2007.0
Back Engineer Me EP,Boophases,Spain,Passakaglia,2010.0
Dutch Flowers,Plateau,US,Hypnotic,1997.0
Alpha / Omega (End Times),Robert Hood,US,M-Plant,2010.0
Play It Loud!,Marco Carola,Germany,M_nus,2011.0
Quiver,*,US,Analog Records USA,1997.0
Where Are My Shoes? EP,Akiko Kiyama,Germany,31337 Records,2012.0
Clock Wise,Dennis DeSantis,Germany,K2 O Records,2002.0
999Pebbles / Somelightuntothenight (Troy Pierce Close The Windows Remix),Cassy,Germany,Beatstreet,2007.0
Eintakt Compilation,Various,Germany,Eintakt,2003.0
Internal Space,Martinez,Denmark,Out Of Orbit Recordings,2005.0
Shoma EP,Mark Morris (8),Italy,The-Zone Records,2010.0
In D,Arandel,France,Infiné,2011.0
Robots And Electric Toys (The Lost Album),Electro Nation,Germany,Acid Fuckers Unite (A.F.U.),2009.0
Voiceprint,Mike Parker,US,Geophone,1999.0
Chalkfarm Daddy,Tony Anderson (2),UK,Serenity Recordings,2005.0
Rawk EP,Frankie (2),France,Frankie Rec,2007.0
